Country,Year,Sport,Gold,Silver,Bronze,Total_medal,athlete_count,female_count,male_count,participated_team_events_count
Bermuda,1996,Equestrianism,0,0,0,0,1,1,0,0
Bermuda,1996,Sailing,0,0,0,0,4,1,3,1
Bermuda,2000,Athletics,0,0,0,0,1,0,1,0
Bermuda,2000,Equestrianism,0,0,0,0,1,1,0,0
Bermuda,2000,Sailing,0,0,0,0,3,1,2,1
Bermuda,2000,Swimming,0,0,0,0,2,0,2,0
Bermuda,2004,Athletics,0,0,0,0,1,0,1,0
Bermuda,2004,Diving,0,0,0,0,1,1,0,0
Bermuda,2004,Equestrianism,0,0,0,0,1,0,1,0
Bermuda,2004,Sailing,0,0,0,0,5,3,2,2
Bermuda,2004,Swimming,0,0,0,0,1,1,0,0
Bermuda,2004,Triathlon,0,0,0,0,1,0,1,0
Bermuda,2008,Athletics,0,0,0,0,2,1,1,0
Bermuda,2008,Equestrianism,0,0,0,0,1,1,0,0
Bermuda,2008,Swimming,0,0,0,0,2,1,1,0
Bermuda,2008,Triathlon,0,0,0,0,1,1,0,0
Bermuda,2012,Athletics,0,0,0,0,2,1,1,0
Bermuda,2012,Equestrianism,0,0,0,0,1,1,0,0
Bermuda,2012,Sailing,0,0,0,0,2,0,2,1
Bermuda,2012,Swimming,0,0,0,0,1,0,1,1
Bermuda,2012,Triathlon,0,0,0,0,2,1,1,0
Bermuda,2016,Athletics,0,0,0,0,2,0,2,0
Bermuda,2016,Rowing,0,0,0,0,1,1,0,0
Bermuda,2016,Sailing,0,0,0,0,2,1,1,0
Bermuda,2016,Swimming,0,0,0,0,2,1,1,0
Bermuda,2016,Triathlon,0,0,0,0,1,1,0,0
Bermuda,2020,Rowing,0,0,0,0,1,0,1,0
Bermuda,2020,Triathlon,1,0,0,1,1,1,0,0
Bermuda,2024,Athletics,0,0,0,0,1,0,1,0
Bermuda,2024,Rowing,0,0,0,0,1,0,1,0
Bermuda,2024,Sailing,0,0,0,0,1,1,0,0
Bermuda,2024,Swimming,0,0,0,0,2,1,1,0
Bermuda,2024,Triathlon,0,0,0,0,3,2,1,0
Bhutan,1984,Archery,0,0,0,0,6,3,3,0
Bhutan,1988,Archery,0,0,0,0,6,0,6,1
Bhutan,1992,Archery,0,0,0,0,12,6,6,2
Bhutan,1996,Archery,0,0,0,0,2,1,1,0
Bhutan,2000,Archery,0,0,0,0,2,1,1,0
Bhutan,2004,Archery,0,0,0,0,2,1,1,0
Bhutan,2008,Archery,0,0,0,0,2,1,1,0
Bhutan,2012,Archery,0,0,0,0,1,1,0,0
Bhutan,2012,Shooting,0,0,0,0,1,1,0,0
Bhutan,2016,Archery,0,0,0,0,1,1,0,0
Bhutan,2016,Shooting,0,0,0,0,1,1,0,0
Bhutan,2020,Archery,0,0,0,0,1,1,0,0
Bhutan,2020,Judo,0,0,0,0,1,0,1,0
Bhutan,2020,Shooting,0,0,0,0,1,1,0,0
Bhutan,2020,Swimming,0,0,0,0,1,0,1,0
Bhutan,2024,Archery,0,0,0,0,1,0,1,0
Bhutan,2024,Athletics,0,0,0,0,1,1,0,0
Bhutan,2024,Swimming,0,0,0,0,1,0,1,0
Boliva,1936,Art Competitions,0,0,0,0,1,0,1,0
Boliva,1936,Swimming,0,0,0,0,1,0,1,0
Boliva,1964,Canoeing,0,0,0,0,1,0,1,0
Boliva,1968,Canoeing,0,0,0,0,1,0,1,0
Boliva,1968,Equestrianism,0,0,0,0,1,0,1,0
Boliva,1968,Shooting,0,0,0,0,2,0,2,0
Boliva,1972,Athletics,0,0,0,0,6,0,6,0
Boliva,1972,Equestrianism,0,0,0,0,1,0,1,0
Boliva,1972,Shooting,0,0,0,0,7,0,7,0
Boliva,1976,Athletics,0,0,0,0,1,0,1,0
Boliva,1976,Cycling,0,0,0,0,2,0,2,0
Boliva,1976,Equestrianism,0,0,0,0,1,0,1,0
Boliva,1976,Shooting,0,0,0,0,1,0,1,0
Boliva,1984,Athletics,0,0,0,0,4,1,3,0
Boliva,1984,Boxing,0,0,0,0,1,0,1,0
Boliva,1984,Fencing,0,0,0,0,2,0,2,0
Boliva,1984,Judo,0,0,0,0,1,0,1,0
Boliva,1984,Shooting,0,0,0,0,4,0,4,0
Boliva,1984,Wrestling,0,0,0,0,1,0,1,0
Boliva,1988,Athletics,0,0,0,0,2,0,2,0
Boliva,1988,Cycling,0,0,0,0,3,0,3,0
Boliva,1988,Fencing,0,0,0,0,1,0,1,0
Boliva,1988,Judo,0,0,0,0,1,0,1,0
Boliva,1988,Swimming,0,0,0,0,4,4,0,1
Boliva,1988,Weightlifting,0,0,0,0,1,0,1,0
Boliva,1992,Athletics,0,0,0,0,9,6,3,1
Boliva,1992,Cycling,0,0,0,0,2,0,2,0
Boliva,1992,Judo,0,0,0,0,2,0,2,0
Boliva,1992,Shooting,0,0,0,0,1,0,1,0
Boliva,1992,Swimming,0,0,0,0,6,3,3,1
Boliva,1992,Weightlifting,0,0,0,0,1,0,1,0
Boliva,1996,Athletics,0,0,0,0,3,1,2,0
Boliva,1996,Cycling,0,0,0,0,1,0,1,0
Boliva,1996,Diving,0,0,0,0,2,0,2,0
Boliva,1996,Fencing,0,0,0,0,1,0,1,0
Boliva,1996,Swimming,0,0,0,0,2,1,1,0
Boliva,2000,Athletics,0,0,0,0,2,1,1,0
Boliva,2000,Swimming,0,0,0,0,2,1,1,0
Boliva,2000,Tennis,0,0,0,0,1,0,1,0
Boliva,2004,Athletics,0,0,0,0,2,1,1,0
Boliva,2004,Gymnastics,0,0,0,0,5,5,0,1
Boliva,2004,Judo,0,0,0,0,1,0,1,0
Boliva,2004,Shooting,0,0,0,0,1,0,1,0
Boliva,2004,Swimming,0,0,0,0,2,1,1,1
Boliva,2008,Athletics,0,0,0,0,2,1,1,0
Boliva,2008,Cycling,0,0,0,0,1,0,1,0
Boliva,2008,Shooting,0,0,0,0,1,0,1,0
Boliva,2008,Swimming,0,0,0,0,2,1,1,0
Boliva,2008,Weightlifting,0,0,0,0,1,1,0,0
Boliva,2012,Athletics,0,0,0,0,2,1,1,0
Boliva,2012,Shooting,0,0,0,0,1,0,1,0
Boliva,2012,Swimming,0,0,0,0,2,1,1,1
Boliva,2016,Athletics,0,0,0,0,6,4,2,0
Boliva,2016,Cycling,0,0,0,0,1,0,1,0
Boliva,2016,Judo,0,0,0,0,1,0,1,0
Boliva,2016,Shooting,0,0,0,0,2,1,1,0
Boliva,2016,Swimming,0,0,0,0,2,1,1,1
Boliva,2020,Athletics,0,0,0,0,2,1,1,0
Boliva,2020,Swimming,0,0,0,0,2,1,1,0
Boliva,2020,Tennis,0,0,0,0,1,0,1,0
Boliva,2024,Athletics,0,0,0,0,2,1,1,0
Boliva,2024,Swimming,0,0,0,0,2,1,1,0
Bosnia and Herzegovina,1992,Athletics,0,0,0,0,4,2,2,0
Bosnia and Herzegovina,1992,Canoeing,0,0,0,0,1,0,1,0
Bosnia and Herzegovina,1992,Judo,0,0,0,0,1,0,1,0
Bosnia and Herzegovina,1992,Shooting,0,0,0,0,2,2,0,0
Bosnia and Herzegovina,1992,Swimming,0,0,0,0,4,2,2,0
Bosnia and Herzegovina,1992,Weightlifting,0,0,0,0,1,0,1,0
Bosnia and Herzegovina,1996,Athletics,0,0,0,0,2,1,1,0
Bosnia and Herzegovina,1996,Canoeing,0,0,0,0,1,0,1,0
Bosnia and Herzegovina,1996,Judo,0,0,0,0,1,0,1,0
Bosnia and Herzegovina,1996,Shooting,0,0,0,0,3,0,3,0
Bosnia and Herzegovina,1996,Swimming,0,0,0,0,3,1,2,0
Bosnia and Herzegovina,1996,Table Tennis,0,0,0,0,1,0,1,0
Bosnia and Herzegovina,1996,Wrestling,0,0,0,0,1,0,1,0
Bosnia and Herzegovina,2000,Athletics,0,0,0,0,4,1,3,0
Bosnia and Herzegovina,2000,Judo,0,0,0,0,1,1,0,0
Bosnia and Herzegovina,2000,Shooting,0,0,0,0,4,0,4,0
Bosnia and Herzegovina,2000,Swimming,0,0,0,0,2,0,2,0
Bosnia and Herzegovina,2004,Athletics,0,0,0,0,2,1,1,0
Bosnia and Herzegovina,2004,Canoeing,0,0,0,0,1,0,1,0
Bosnia and Herzegovina,2004,Judo,0,0,0,0,1,0,1,0
Bosnia and Herzegovina,2004,Shooting,0,0,0,0,3,0,3,0
Bosnia and Herzegovina,2004,Swimming,0,0,0,0,1,0,1,0
Bosnia and Herzegovina,2004,Table Tennis,0,0,0,0,1,0,1,0
Bosnia and Herzegovina,2004,Taekwondo,0,0,0,0,1,0,1,0
Bosnia and Herzegovina,2004,Tennis,0,0,0,0,1,1,0,0
Bosnia and Herzegovina,2008,Athletics,0,0,0,0,2,1,1,0
Bosnia and Herzegovina,2008,Judo,0,0,0,0,1,0,1,0
Bosnia and Herzegovina,2008,Shooting,0,0,0,0,3,0,3,0
Bosnia and Herzegovina,2008,Swimming,0,0,0,0,1,0,1,0
Bosnia and Herzegovina,2012,Athletics,0,0,0,0,2,1,1,0
Bosnia and Herzegovina,2012,Judo,0,0,0,0,1,0,1,0
Bosnia and Herzegovina,2012,Shooting,0,0,0,0,3,0,3,0
Bosnia and Herzegovina,2012,Swimming,0,0,0,0,2,1,1,0
Bosnia and Herzegovina,2016,Athletics,0,0,0,0,5,1,4,0
Bosnia and Herzegovina,2016,Judo,0,0,0,0,1,1,0,0
Bosnia and Herzegovina,2016,Shooting,0,0,0,0,1,1,0,0
Bosnia and Herzegovina,2016,Swimming,0,0,0,0,2,1,1,0
Bosnia and Herzegovina,2016,Tennis,0,0,0,0,2,0,2,0
Bosnia and Herzegovina,2020,Athletics,0,0,0,0,2,0,2,0
Bosnia and Herzegovina,2020,Judo,0,0,0,0,1,1,0,0
Bosnia and Herzegovina,2020,Shooting,0,0,0,0,1,1,0,0
Bosnia and Herzegovina,2020,Swimming,0,0,0,0,3,1,2,0
Bosnia and Herzegovina,2020,Taekwondo,0,0,0,0,1,0,1,0
Bosnia and Herzegovina,2024,Athletics,0,0,0,0,1,0,1,0
Bosnia and Herzegovina,2024,Judo,0,0,0,0,2,2,0,0
Bosnia and Herzegovina,2024,Swimming,0,0,0,0,3,2,1,0
Botswana,1980,Athletics,0,0,0,0,8,0,8,0
Botswana,1984,Athletics,0,0,0,0,7,0,7,0
Botswana,1984,Sailing,0,0,0,0,1,0,1,0
Botswana,1988,Athletics,0,0,0,0,9,0,9,1
Botswana,1988,Boxing,0,0,0,0,2,0,2,0
Botswana,1992,Athletics,0,0,0,0,5,0,5,0
Botswana,1992,Boxing,0,0,0,0,1,0,1,0
Botswana,1996,Athletics,0,0,0,0,6,0,6,1
Botswana,1996,Boxing,0,0,0,0,1,0,1,0
Botswana,2000,Athletics,0,0,0,0,8,0,8,1
Botswana,2000,Boxing,0,0,0,0,1,0,1,0
Botswana,2004,Athletics,0,0,0,0,10,1,9,1
Botswana,2004,Boxing,0,0,0,0,2,0,2,0
Botswana,2008,Athletics,0,0,0,0,7,1,6,0
Botswana,2008,Boxing,0,0,0,0,2,0,2,0
Botswana,2008,Swimming,0,0,0,0,2,1,1,1
Botswana,2012,Athletics,0,1,0,1,3,1,2,0
Botswana,2012,Boxing,0,0,0,0,1,0,1,0
Botswana,2016,Athletics,0,0,0,0,11,2,9,1
Botswana,2016,Judo,0,0,0,0,1,0,1,0
Botswana,2016,Swimming,0,0,0,0,2,1,1,0
Botswana,2020,Athletics,0,0,1,1,11,3,8,1
Botswana,2020,Boxing,0,0,0,0,2,1,1,0
Botswana,2020,Swimming,0,0,0,0,2,0,2,0
Botswana,2020,Weightlifting,0,0,0,0,1,1,0,0
Botswana,2024,Athletics,1,1,0,2,17,1,16,1
Botswana,2024,Swimming,0,0,0,0,2,1,1,0
Brazil,1900,Athletics,0,0,0,0,3,0,3,0
Brazil,1920,Diving,0,0,0,0,3,0,3,0
Brazil,1920,Rowing,0,0,0,0,5,0,5,1
Brazil,1920,Shooting,1,1,1,3,20,0,20,2
Brazil,1920,Swimming,0,0,0,0,2,0,2,0
Brazil,1920,Water Polo,0,0,0,0,8,0,8,1
Brazil,1924,Art Competitions,0,0,0,0,1,0,1,0
Brazil,1924,Athletics,0,0,0,0,14,0,14,1
Brazil,1924,Rowing,0,0,0,0,2,0,2,1
Brazil,1924,Shooting,0,0,0,0,1,0,1,0
Brazil,1932,Athletics,0,0,0,0,22,0,22,1
Brazil,1932,Rowing,0,0,0,0,19,0,19,4
Brazil,1932,Shooting,0,0,0,0,6,0,6,0
Brazil,1932,Swimming,0,0,0,0,12,3,9,2
Brazil,1932,Water Polo,0,0,0,0,8,0,8,1
Brazil,1936,Athletics,0,0,0,0,11,0,11,0
Brazil,1936,Basketball,0,0,0,0,8,0,8,1
Brazil,1936,Cycling,0,0,0,0,3,0,3,0
Brazil,1936,Fencing,0,0,0,0,18,1,17,2
Brazil,1936,Modern Pentathlon,0,0,0,0,3,0,3,0
Brazil,1936,Rowing,0,0,0,0,22,0,22,5
Brazil,1936,Sailing,0,0,0,0,1,0,1,0
Brazil,1936,Shooting,0,0,0,0,4,0,4,0
Brazil,1936,Swimming,0,0,0,0,24,7,17,2
Brazil,1948,Athletics,0,0,0,0,27,13,14,2
Brazil,1948,Basketball,0,0,1,1,10,0,10,1
Brazil,1948,Boxing,0,0,0,0,3,0,3,0
Brazil,1948,Diving,0,0,0,0,3,0,3,0
Brazil,1948,Equestrianism,0,0,0,0,12,0,12,2
Brazil,1948,Fencing,0,0,0,0,11,0,11,1
Brazil,1948,Modern Pentathlon,0,0,0,0,3,0,3,0
Brazil,1948,Rowing,0,0,0,0,2,0,2,1
Brazil,1948,Sailing,0,0,0,0,5,0,5,1
Brazil,1948,Shooting,0,0,0,0,8,0,8,0
Brazil,1948,Swimming,0,0,0,0,21,9,12,3
Brazil,1952,Athletics,1,0,1,2,16,6,10,1
Brazil,1952,Basketball,0,0,0,0,13,0,13,1
Brazil,1952,Boxing,0,0,0,0,6,0,6,0
Brazil,1952,Diving,0,0,0,0,2,0,2,0
Brazil,1952,Equestrianism,0,0,0,0,7,0,7,1
Brazil,1952,Fencing,0,0,0,0,8,0,8,1
Brazil,1952,Football,0,0,0,0,11,0,11,1
Brazil,1952,Modern Pentathlon,0,0,0,0,6,0,6,1
Brazil,1952,Rowing,0,0,0,0,3,0,3,1
Brazil,1952,Sailing,0,0,0,0,6,0,6,2
Brazil,1952,Shooting,0,0,0,0,10,0,10,0
Brazil,1952,Swimming,0,0,1,1,17,2,15,1
Brazil,1952,Water Polo,0,0,0,0,11,0,11,1
Brazil,1952,Weightlifting,0,0,0,0,3,0,3,0
Brazil,1956,Athletics,1,0,0,1,13,0,13,1
Brazil,1956,Basketball,0,0,0,0,12,0,12,1
Brazil,1956,Boxing,0,0,0,0,2,0,2,0
Brazil,1956,Cycling,0,0,0,0,2,0,2,0
Brazil,1956,Diving,0,0,0,0,2,1,1,0
Brazil,1956,Equestrianism,0,0,0,0,6,0,6,1
Brazil,1956,Modern Pentathlon,0,0,0,0,6,0,6,1
Brazil,1956,Rowing,0,0,0,0,5,0,5,1
Brazil,1956,Sailing,0,0,0,0,3,0,3,1
Brazil,1956,Shooting,0,0,0,0,6,0,6,0
Brazil,1956,Swimming,0,0,0,0,4,0,4,0
Brazil,1956,Weightlifting,0,0,0,0,2,0,2,0
Brazil,1960,Athletics,0,0,0,0,6,1,5,0
Brazil,1960,Basketball,0,0,1,1,12,0,12,1
Brazil,1960,Boxing,0,0,0,0,5,0,5,0
Brazil,1960,Cycling,0,0,0,0,2,0,2,0
Brazil,1960,Diving,0,0,0,0,1,0,1,0
Brazil,1960,Equestrianism,0,0,0,0,6,0,6,1
Brazil,1960,Football,0,0,0,0,14,0,14,1
Brazil,1960,Modern Pentathlon,0,0,0,0,6,0,6,1
Brazil,1960,Rowing,0,0,0,0,5,0,5,1
Brazil,1960,Sailing,0,0,0,0,5,0,5,2
Brazil,1960,Shooting,0,0,0,0,5,0,5,0
Brazil,1960,Swimming,0,0,1,1,9,0,9,1
Brazil,1960,Water Polo,0,0,0,0,9,0,9,1
Brazil,1960,Weightlifting,0,0,0,0,1,0,1,0
Brazil,1964,Athletics,0,0,0,0,1,1,0,0
Brazil,1964,Basketball,0,0,1,1,12,0,12,1
Brazil,1964,Boxing,0,0,0,0,3,0,3,0
Brazil,1964,Equestrianism,0,0,0,0,1,0,1,0
Brazil,1964,Football,0,0,0,0,12,0,12,1
Brazil,1964,Judo,0,0,0,0,1,0,1,0
Brazil,1964,Modern Pentathlon,0,0,0,0,1,0,1,0
Brazil,1964,Sailing,0,0,0,0,5,0,5,2
Brazil,1964,Swimming,0,0,0,0,8,0,8,1
Brazil,1964,Volleyball,0,0,0,0,10,0,10,1
Brazil,1964,Water Polo,0,0,0,0,11,0,11,1
Brazil,1968,Athletics,0,1,0,1,3,2,1,0
Brazil,1968,Basketball,0,0,0,0,12,0,12,1
Brazil,1968,Boxing,0,0,1,1,2,0,2,0
Brazil,1968,Equestrianism,0,0,0,0,6,2,4,1
Brazil,1968,Fencing,0,0,0,0,7,0,7,1
Brazil,1968,Football,0,0,0,0,16,0,16,1
Brazil,1968,Rowing,0,0,0,0,2,0,2,1
Brazil,1968,Sailing,0,0,1,1,5,0,5,2
Brazil,1968,Shooting,0,0,0,0,4,0,4,0
Brazil,1968,Swimming,0,0,0,0,9,0,9,1
Brazil,1968,Volleyball,0,0,0,0,12,0,12,1
Brazil,1968,Water Polo,0,0,0,0,10,0,10,1
Brazil,1968,Weightlifting,0,0,0,0,1,0,1,0
Brazil,1972,Athletics,0,0,1,1,3,0,3,0
Brazil,1972,Basketball,0,0,0,0,11,0,11,1
Brazil,1972,Boxing,0,0,0,0,2,0,2,0
Brazil,1972,Cycling,0,0,0,0,2,0,2,0
Brazil,1972,Equestrianism,0,0,0,0,3,0,3,0
Brazil,1972,Football,0,0,0,0,17,0,17,1
Brazil,1972,Judo,0,0,1,1,3,0,3,0
Brazil,1972,Rowing,0,0,0,0,2,0,2,1
Brazil,1972,Sailing,0,0,0,0,10,0,10,3
Brazil,1972,Shooting,0,0,0,0,4,0,4,0
Brazil,1972,Swimming,0,0,0,0,33,7,26,4
Brazil,1972,Volleyball,0,0,0,0,12,0,12,1
Brazil,1972,Weightlifting,0,0,0,0,2,0,2,0
Brazil,1976,Athletics,0,0,1,1,11,4,7,0
Brazil,1976,Boxing,0,0,0,0,4,0,4,0
Brazil,1976,Diving,0,0,0,0,1,0,1,0
Brazil,1976,Fencing,0,0,0,0,1,0,1,0
Brazil,1976,Football,0,0,0,0,17,0,17,1
Brazil,1976,Judo,0,0,0,0,3,0,3,0
Brazil,1976,Rowing,0,0,0,0,7,0,7,3
Brazil,1976,Sailing,0,0,1,1,8,0,8,3
Brazil,1976,Shooting,0,0,0,0,8,0,8,0
Brazil,1976,Swimming,0,0,0,0,16,6,10,0
Brazil,1976,Volleyball,0,0,0,0,12,0,12,1
Brazil,1976,Weightlifting,0,0,0,0,1,0,1,0
Brazil,1980,Archery,0,0,0,0,2,1,1,0
Brazil,1980,Athletics,0,0,1,1,20,1,19,2
Brazil,1980,Basketball,0,0,0,0,11,0,11,1
Brazil,1980,Boxing,0,0,0,0,4,0,4,0
Brazil,1980,Cycling,0,0,0,0,10,0,10,1
Brazil,1980,Diving,0,0,0,0,2,0,2,0
Brazil,1980,Gymnastics,0,0,0,0,12,5,7,4
Brazil,1980,Judo,0,0,0,0,8,0,8,0
Brazil,1980,Rowing,0,0,0,0,10,0,10,2
Brazil,1980,Sailing,2,0,0,2,12,0,12,5
Brazil,1980,Shooting,0,0,0,0,5,0,5,0
Brazil,1980,Swimming,0,0,1,1,27,0,27,2
Brazil,1980,Volleyball,0,0,0,0,24,12,12,2
Brazil,1980,Weightlifting,0,0,0,0,2,0,2,0
Brazil,1984,Archery,0,0,0,0,1,0,1,0
Brazil,1984,Athletics,1,0,0,1,35,5,30,3
Brazil,1984,Basketball,0,0,0,0,12,0,12,1
Brazil,1984,Cycling,0,0,0,0,8,0,8,1
Brazil,1984,Diving,0,0,0,0,2,2,0,0
Brazil,1984,Equestrianism,0,0,0,0,7,0,7,1
Brazil,1984,Football,0,1,0,1,16,0,16,1
Brazil,1984,Gymnastics,0,0,0,0,12,5,7,4
Brazil,1984,Judo,0,1,2,3,7,0,7,0
Brazil,1984,Rhythmic Gymnastics,0,0,0,0,1,1,0,0
Brazil,1984,Rowing,0,0,0,0,10,0,10,3
Brazil,1984,Sailing,0,1,0,1,12,0,12,5
Brazil,1984,Shooting,0,0,0,0,8,1,7,0
Brazil,1984,Swimming,0,1,0,1,25,0,25,3
Brazil,1984,Synchronized Swimming,0,0,0,0,4,4,0,1
Brazil,1984,Volleyball,0,1,0,1,24,12,12,2
Brazil,1984,Water Polo,0,0,0,0,13,0,13,1
Brazil,1988,Archery,0,0,0,0,2,0,2,0
Brazil,1988,Athletics,0,1,1,2,26,9,17,1
Brazil,1988,Basketball,0,0,0,0,12,0,12,1
Brazil,1988,Boxing,0,0,0,0,3,0,3,0
Brazil,1988,Cycling,0,0,0,0,14,0,14,2
Brazil,1988,Diving,0,0,0,0,1,1,0,0
Brazil,1988,Equestrianism,0,0,0,0,8,2,6,1
Brazil,1988,Fencing,0,0,0,0,11,0,11,1
Brazil,1988,Football,0,1,0,1,16,0,16,1
Brazil,1988,Gymnastics,0,0,0,0,12,5,7,4
Brazil,1988,Judo,1,0,0,1,7,0,7,0
Brazil,1988,Rowing,0,0,0,0,10,0,10,3
Brazil,1988,Sailing,0,0,2,2,16,2,14,6
Brazil,1988,Shooting,0,0,0,0,6,4,2,0
Brazil,1988,Swimming,0,0,0,0,46,11,35,6
Brazil,1988,Synchronized Swimming,0,0,0,0,5,5,0,1
Brazil,1988,Table Tennis,0,0,0,0,4,0,4,1
Brazil,1988,Tennis,0,0,0,0,4,1,3,1
Brazil,1988,Volleyball,0,0,0,0,24,12,12,2
Brazil,1988,Weightlifting,0,0,0,0,2,0,2,0
Brazil,1988,Wrestling,0,0,0,0,4,0,4,0
Brazil,1992,Archery,0,0,0,0,2,0,2,0
Brazil,1992,Athletics,0,0,0,0,31,3,28,1
Brazil,1992,Basketball,0,0,0,0,24,12,12,2
Brazil,1992,Boxing,0,0,0,0,4,0,4,0
Brazil,1992,Canoeing,0,0,0,0,9,0,9,2
Brazil,1992,Cycling,0,0,0,0,9,1,8,1
Brazil,1992,Diving,0,0,0,0,1,1,0,0
Brazil,1992,Equestrianism,0,0,0,0,10,0,10,1
Brazil,1992,Fencing,0,0,0,0,4,0,4,0
Brazil,1992,Gymnastics,0,0,0,0,12,5,7,4
Brazil,1992,Handball,0,0,0,0,14,0,14,1
Brazil,1992,Judo,1,0,0,1,14,7,7,0
Brazil,1992,Rhythmic Gymnastics,0,0,0,0,1,1,0,0
Brazil,1992,Rowing,0,0,0,0,8,0,8,2
Brazil,1992,Sailing,0,0,0,0,17,4,13,6
Brazil,1992,Shooting,0,0,0,0,4,2,2,0
Brazil,1992,Swimming,0,1,0,1,23,0,23,3
Brazil,1992,Synchronized Swimming,0,0,0,0,5,5,0,1
Brazil,1992,Table Tennis,0,0,0,0,8,4,4,2
Brazil,1992,Tennis,0,0,0,0,7,3,4,2
Brazil,1992,Volleyball,1,0,0,1,24,12,12,2
Brazil,1992,Weightlifting,0,0,0,0,1,0,1,0
Brazil,1992,Wrestling,0,0,0,0,1,0,1,0
Brazil,1996,Athletics,0,0,1,1,50,9,41,2
Brazil,1996,Basketball,0,1,0,1,24,12,12,2
Brazil,1996,Beach Volleyball,1,1,0,2,8,4,4,2
Brazil,1996,Boxing,0,0,0,0,6,0,6,0
Brazil,1996,Canoeing,0,0,0,0,4,0,4,0
Brazil,1996,Cycling,0,0,0,0,9,0,9,0
Brazil,1996,Equestrianism,0,0,1,1,13,0,13,2
Brazil,1996,Football,0,0,1,1,33,16,17,2
Brazil,1996,Handball,0,0,0,0,16,0,16,1
Brazil,1996,Judo,0,0,2,2,12,5,7,0
Brazil,1996,Rowing,0,0,0,0,6,0,6,2
Brazil,1996,Sailing,2,0,1,3,14,2,12,4
Brazil,1996,Shooting,0,0,0,0,1,0,1,0
Brazil,1996,Swimming,0,1,2,3,21,3,18,4
Brazil,1996,Table Tennis,0,0,0,0,7,4,3,2
Brazil,1996,Tennis,0,0,0,0,3,2,1,1
Brazil,1996,Volleyball,0,0,1,1,23,12,11,2
Brazil,1996,Weightlifting,0,0,0,0,1,0,1,0
Brazil,2000,Athletics,0,1,0,1,23,4,19,1
Brazil,2000,Basketball,0,0,1,1,12,12,0,1
Brazil,2000,Beach Volleyball,0,2,1,3,8,4,4,2
Brazil,2000,Boxing,0,0,0,0,6,0,6,0
Brazil,2000,Canoeing,0,0,0,0,7,0,7,2
Brazil,2000,Cycling,0,0,0,0,4,2,2,0
Brazil,2000,Diving,0,0,0,0,4,2,2,0
Brazil,2000,Equestrianism,0,0,1,1,15,0,15,2
Brazil,2000,Fencing,0,0,0,0,1,0,1,0
Brazil,2000,Football,0,0,0,0,33,17,16,2
Brazil,2000,Gymnastics,0,0,0,0,10,10,0,1
Brazil,2000,Handball,0,0,0,0,14,14,0,1
Brazil,2000,Judo,0,2,0,2,12,5,7,0
Brazil,2000,Rhythmic Gymnastics,0,0,0,0,6,6,0,1
Brazil,2000,Rowing,0,0,0,0,1,0,1,0
Brazil,2000,Sailing,0,1,1,2,12,3,9,4
Brazil,2000,Swimming,0,0,1,1,25,2,23,4
Brazil,2000,Synchronized Swimming,0,0,0,0,2,2,0,1
Brazil,2000,Table Tennis,0,0,0,0,4,1,3,1
Brazil,2000,Taekwondo,0,0,0,0,1,1,0,0
Brazil,2000,Tennis,0,0,0,0,5,2,3,2
Brazil,2000,Triathlon,0,0,0,0,6,3,3,0
Brazil,2000,Volleyball,0,0,1,1,24,12,12,2
Brazil,2000,Weightlifting,0,0,0,0,1,1,0,0
Brazil,2004,Athletics,0,0,1,1,43,20,23,3
Brazil,2004,Basketball,0,0,0,0,12,12,0,1
Brazil,2004,Beach Volleyball,1,1,0,2,8,4,4,2
Brazil,2004,Boxing,0,0,0,0,5,0,5,0
Brazil,2004,Canoeing,0,0,0,0,4,0,4,1
Brazil,2004,Cycling,0,0,0,0,6,2,4,0
Brazil,2004,Diving,0,0,0,0,5,2,3,0
Brazil,2004,Equestrianism,1,0,0,1,18,2,16,2
Brazil,2004,Fencing,0,0,0,0,3,2,1,0
Brazil,2004,Football,0,1,0,1,17,17,0,1
Brazil,2004,Gymnastics,0,0,0,0,39,32,7,5
Brazil,2004,Handball,0,0,0,0,30,15,15,2
Brazil,2004,Judo,0,0,2,2,12,5,7,0
Brazil,2004,Modern Pentathlon,0,0,0,0,2,1,1,0
Brazil,2004,Rhythmic Gymnastics,0,0,0,0,6,6,0,1
Brazil,2004,Rowing,0,0,0,0,4,1,3,1
Brazil,2004,Sailing,2,0,0,2,14,3,11,5
Brazil,2004,Shooting,0,0,0,0,1,0,1,0
Brazil,2004,Swimming,0,0,0,0,42,15,27,7
Brazil,2004,Synchronized Swimming,0,0,0,0,2,2,0,1
Brazil,2004,Table Tennis,0,0,0,0,7,3,4,2
Brazil,2004,Taekwondo,0,0,0,0,3,1,2,0
Brazil,2004,Tennis,0,0,0,0,4,0,4,1
Brazil,2004,Triathlon,0,0,0,0,6,3,3,0
Brazil,2004,Volleyball,1,0,0,1,24,12,12,2
Brazil,2004,Wrestling,0,0,0,0,1,0,1,0
Brazil,2008,Archery,0,0,0,0,1,0,1,0
Brazil,2008,Athletics,1,0,1,2,49,23,26,4
Brazil,2008,Basketball,0,0,0,0,12,12,0,1
Brazil,2008,Beach Volleyball,0,1,1,2,8,4,4,2
Brazil,2008,Boxing,0,0,0,0,6,0,6,0
Brazil,2008,Canoeing,0,0,0,0,3,1,2,0
Brazil,2008,Cycling,0,0,0,0,5,2,3,0
