Name,Participations,Awards,Bronze,Gold,No medal,Silver
Gerardo Hurtarte,1,1,0,0,1,0
Gerardo Iasilli,1,1,0,0,1,0
Gerardo Iben,1,1,0,0,1,0
Gerardo Jr.,2,2,0,0,2,0
Gerardo Juregui,2,2,0,0,2,0
Gerardo Koch,6,6,0,0,6,0
Gerardo Moncada,1,1,0,0,1,0
Gerardo Penalver,3,3,0,0,3,0
Gerardo Rosario,7,7,0,0,7,0
Gerardo Sr.,2,2,0,0,2,0
Gerardo Tabares,2,2,0,0,2,0
Gerardo Torterolo,2,2,0,0,2,0
Gerardo Ulloa,1,1,0,0,1,0
Gerardo Valencia,7,7,1,0,6,0
Gerardo Vallejo,3,3,0,0,3,0
Gerardo Vera,3,3,0,0,3,0
Gerardus Dekker,2,2,0,0,2,0
Gerardus Dekkers,1,1,0,0,1,0
Gerardus Derksen,2,2,0,0,1,1
Gerardus Egelmeers,1,1,0,0,1,0
Gerardus Eijk,1,1,0,0,1,0
Gerardus Fortgens,1,1,1,0,0,0
Gerardus Grauss,3,3,0,0,3,0
Gerardus Heel,1,1,0,0,1,0
Gerardus Hijlkema,1,1,0,0,1,0
Gerardus Horsten,1,1,0,0,1,0
Gerardus Hurkmans,1,1,0,0,1,0
Gerardus Kamper,1,1,0,0,1,0
Gerardus Kolk,1,1,0,0,1,0
Gerardus Krom,1,1,0,0,1,0
Gerardus Lautenschutz,1,1,0,0,1,0
Gerardus Lentsch,1,1,0,0,0,1
Gerardus Overdijkink,1,1,0,0,1,0
Gerardus Regter,1,1,0,0,1,0
Gerardus Schulte,2,2,0,0,2,0
Gerardus Siderius,1,1,0,0,1,0
Gerardus Tebroke,1,1,0,0,1,0
Gerardus Voorting,3,3,0,0,2,1
Gerardus Wees,1,1,0,0,1,0
Gerardus Wel,1,1,0,0,1,0
Gerardus Wesling,2,2,0,0,2,0
Gerasim Kochnev,2,2,0,0,2,0
Gerasimos Anagnostou,1,1,0,0,1,0
Gerasimos Voltyrakis,2,2,0,0,2,0
Gerben Broeren,1,1,0,0,1,0
Gerben Karstens,2,2,0,1,1,0
Gerben Silvis,1,1,0,0,1,0
Gerco Schrder,6,6,0,0,4,2
Gerd Bachmann,2,2,0,0,2,0
Gerd Becker,1,1,0,0,1,0
Gerd Bonk,2,2,1,0,0,1
Gerd Cintl,1,1,0,1,0,0
Gerd Egger,1,1,0,0,1,0
Gerd Frhmcke,1,1,0,0,1,0
Gerd Kanter,4,4,1,1,2,0
Gerd Kennel,1,1,0,0,1,0
Gerd Kische,1,1,0,1,0,0
Gerd Larsen,2,2,0,0,2,0
Gerd May,1,1,0,0,1,0
Gerd Nagel,1,1,0,0,1,0
Gerd Olbert,1,1,0,0,1,0
Gerd Schubert,1,1,0,0,1,0
Gerd Strantzen,1,1,1,0,0,0
Gerd Vlker,1,1,0,0,1,0
Gerd Vls,1,1,1,0,0,0
Gerd Weber,1,1,0,1,0,0
Gerd Wessig,1,1,0,1,0,0
Gerda (-krajciczek),6,6,0,0,6,0
Gerda (-richthammer),1,1,0,0,1,0
Gerda (-staffe),1,1,0,0,1,0
Gerda (-wranne),1,1,0,0,1,0
Gerda (garke-),1,1,0,0,1,0
Gerda (hpfner-),1,1,0,0,1,0
Gerda (klpfer-),1,1,0,0,1,0
Gerda (mittenzwei-),1,1,0,0,1,0
Gerda Bredgaard,2,2,0,0,2,0
Gerda Gantz,1,1,0,0,1,0
Gerda Kade-koudijs,3,3,0,1,2,0
Gerda Karger,1,1,0,0,1,0
Gerda Martn,1,1,0,0,1,0
Gerda Niemesch,1,1,0,0,1,0
Gerda Schilling-staniek,2,2,0,0,2,0
Gerda Steyn,2,2,0,0,2,0
Gerek Meinhardt,8,8,2,0,6,0
Geremi Fotso,1,1,0,1,0,0
Geremia Toia,2,2,0,0,2,0
Gerfried Puck,2,2,0,0,2,0
Gerg Ivncsik,2,2,0,0,2,0
Gerg Kis,10,10,0,0,10,0
Gerg Kiss,1,1,0,0,1,0
Gerg Wller,1,1,0,0,1,0
Gerg Zalnki,1,1,0,0,1,0
Gergely Gyurta,4,4,0,0,4,0
Gergely Harsnyi,2,2,0,0,2,0
Gergely Horvth,1,1,0,0,1,0
Gergely Kiss,5,5,0,3,2,0
Gergely Krausz,1,1,0,0,1,0
Gergely Kulcsr,4,4,2,0,1,1
Gergely Salim,1,1,0,0,1,0
Gergely Siklosi,3,3,0,1,1,1
Gergina Skerlatova,1,1,1,0,0,0
Gergo Fazekas,1,1,0,0,1,0
Gergo Szoke,1,1,0,0,1,0
Gergo Zalanki,2,2,1,0,1,0
Gerhard (-meling),1,1,0,0,1,0
Gerhard Amus,1,1,0,0,1,0
Gerhard Auer,1,1,0,1,0,0
Gerhard Beyer,2,2,0,0,2,0
Gerhard Bock,2,2,0,0,2,0
Gerhard Brockmller,4,4,0,0,4,0
Gerhard Dempf,1,1,0,0,1,0
Gerhard Dietrich,8,8,1,0,7,0
Gerhard Dommrich,1,1,0,0,1,0
Gerhard Dsterlho,1,1,0,0,1,0
Gerhard Egger,2,2,0,0,2,0
Gerhard Feller,1,1,0,0,1,0
Gerhard Fmann,1,1,0,0,1,0
Gerhard Gustmann,1,1,0,1,0,0
Gerhard Gyllenhammar,1,1,0,0,1,0
Gerhard Hartmann,1,1,0,0,1,0
Gerhard Hastik,1,1,0,0,1,0
Gerhard Heer,1,1,0,1,0,0
Gerhard Hennige,2,2,1,0,0,1
Gerhard Henning,4,4,0,0,4,0
Gerhard Hetz,5,5,1,0,3,1
Gerhard Hilbrecht,1,1,0,0,1,0
Gerhard Himmel,1,1,0,0,0,1
Gerhard Hlzl,1,1,0,0,1,0
Gerhard Hnicke,2,2,0,0,2,0
Gerhard Hornberger,2,2,1,0,1,0
Gerhard Huber,8,8,0,0,8,0
Gerhard Huska,1,1,0,0,1,0
Gerhard Kerschbaumer,2,2,0,0,2,0
Gerhard Kleppinger,1,1,1,0,0,0
Gerhard Krimbacher,4,4,0,0,4,0
Gerhard Krner,1,1,1,0,0,0
Gerhard Kroschewski,1,1,0,0,1,0
Gerhard Lauke,2,2,0,0,2,0
Gerhard Lotsij,1,1,0,0,0,1
Gerhard Marcks,3,3,0,0,3,0
Gerhard Mayer,2,2,0,0,2,0
Gerhard Panuschka,1,1,0,0,1,0
Gerhard Pedersen,1,1,1,0,0,0
Gerhard Petritsch,4,4,1,0,3,0
Gerhard Prohaska,2,2,0,0,2,0
Gerhard Rodehau,1,1,0,0,1,0
Gerhard Scheller,1,1,0,0,1,0
Gerhard Schiller,3,3,0,0,2,1
Gerhard Schulz,4,4,1,0,3,0
Gerhard Seibold,3,3,1,0,2,0
Gerhard Sperling,3,3,0,0,3,0
Gerhard Stck,2,2,1,1,0,0
Gerhard Topp,2,2,0,0,2,0
Gerhard Trampusch,1,1,0,0,1,0
Gerhard Vogeley,1,1,0,0,1,0
Gerhard Voigt,1,1,0,0,1,0
Gerhard Waldmann,2,2,0,0,2,0
Gerhard Watzke,1,1,0,0,1,0
Gerhard Weidner,3,3,0,0,3,0
Gerhard Weisenberger,2,2,0,0,2,0
Gerhard Werner,2,2,0,0,2,0
Gerhard Wieland,2,2,0,0,2,0
Gerhard Wiltfang,2,2,0,1,1,0
Gerhard Winther,2,2,0,0,2,0
Gerhard Wucherer,4,4,1,0,3,0
Gerhard Znker,1,1,0,0,1,0
Gerhard Zotter,1,1,0,0,1,0
Gerharda Rueb,1,1,0,0,1,0
Gerhardus Cent,3,3,0,0,3,0
Gerhardus Nijboer,3,3,0,0,2,1
Gerhardus Pienaar,1,1,0,0,1,0
Gerhardus Potgieter,1,1,0,0,1,0
Gerhardus Potma,2,2,0,0,2,0
Gerhardus Westermann,10,10,1,0,9,0
Gerhardus Zandberg,4,4,0,0,4,0
Gerhart Drabsch,1,1,0,0,1,0
Gerhart Hecker,2,2,0,0,2,0
Geri Mewett,3,3,0,0,3,0
Gerina (mendoza-),1,1,0,0,1,0
Gerlacus Moes,1,1,0,0,1,0
Gerlind Scheller,4,4,0,0,4,0
Gerlinde (mey-),1,1,0,1,0,0
Gerlinde Massing,1,1,0,0,1,0
Germain,3,3,0,0,3,0
Germain Chardin,3,3,1,0,1,1
Germain Moere,3,3,0,0,3,0
Germain Nelzy,1,1,0,0,1,0
Germaine (-dessecker),1,1,0,0,1,0
Germaine Djimbi,1,1,0,0,1,0
Germaine Mason,1,1,0,0,0,1
German Blanco,1,1,0,0,1,0
German Bokun,2,2,0,0,2,0
German Carrasquilla,1,1,0,0,1,0
German Chiaraviglio,1,1,0,0,1,0
German Daz,1,1,0,0,1,0
German Gazyumov,4,4,0,0,4,0
German Kontoyev,2,2,0,0,2,0
German Scarone,1,1,0,0,1,0
German Schulz,2,2,1,0,1,0
German Soltero,2,2,0,0,2,0
German Sveshnikov,5,5,0,2,2,1
German Yuferov,2,2,0,0,2,0
Germana Malabarba,1,1,0,0,0,1
Germano Bollini,1,1,0,0,1,0
Germano Caraffini,1,1,0,0,1,0
Germn Castaeda,1,1,0,0,1,0
Germn Cruz,4,4,0,0,4,0
Germn Ermcora,2,2,0,0,2,0
Germn Fernndez,1,1,0,0,1,0
Germn Ferriolo,2,2,0,0,2,0
Germn Fresneda,2,2,0,1,0,1
Germn Jimnez,1,1,0,0,1,0
Germn Lauro,4,4,0,0,4,0
Germn Lux,1,1,0,1,0,0
Germn Lynch,1,1,0,0,1,0
Germn Martnez,4,4,0,0,4,0
Germn Orozco,2,2,0,0,2,0
Germn Schulz,1,1,0,0,1,0
Germn Snchez,5,5,0,0,3,2
Germn Tozdjin,1,1,0,0,1,0
Germn Velasco,1,1,0,0,1,0
Germn Verdugo,1,1,0,0,1,0
Gerner Christiansen,1,1,0,0,1,0
Gernimo Delgadillo,4,4,0,0,4,0
Gernimo Rulli,1,1,0,0,1,0
Gernot Eder,4,4,0,0,4,0
Gernot Faderbauer,1,1,0,0,1,0
Gernot Kellermayr,1,1,0,0,1,0
Gernot Rumpler,2,2,0,0,2,0
Gerola (-sturzenbecker),12,12,0,0,12,0
Gerolamo Quaglia,2,2,1,0,1,0
Gerold Jungwirth,1,1,0,0,1,0
Geronay Whitebooi,2,2,0,0,2,0
Geronimo Cruz,1,1,0,0,1,0
Geronimo Dyogi,1,1,0,0,1,0
Geronimo Goeloe,1,1,0,0,1,0
Geronimo Rulli,1,1,0,0,1,0
Gerrard Cole,2,2,0,0,1,1
Gerrit Bijlsma,1,1,0,0,1,0
Gerrit Bouwhuis,1,1,0,0,1,0
Gerrit Duffelen,1,1,0,0,1,0
Gerrit Duijm,1,1,0,0,1,0
Gerrit Eijsker,1,1,0,0,1,0
Gerrit Gestel,1,1,0,0,1,0
Gerrit Glomser,2,2,0,0,2,0
Gerrit Groot,1,1,0,0,1,0
Gerrit Jannink,1,1,0,0,0,1
Gerrit Korteweg,2,2,0,0,2,0
Gerrit Kruize,1,1,0,0,1,0
Gerrit Mhlmann,1,1,0,0,1,0
Gerrit Postma,1,1,0,0,1,0
Gerrit Roos,1,1,0,0,1,0
Gerrit Ruiter,1,1,0,0,1,0
Gerrit Slot,1,1,0,0,1,0
Gerrit Tromp,1,1,0,0,1,0
Gerrit Visser,1,1,0,0,1,0
Gerrit Voorst,1,1,0,0,1,0
Gerrit Vries,1,1,0,0,1,0
Gerrit Wormgoor,1,1,0,0,1,0
Gerrit-Jan Liefers,1,1,0,0,1,0
Gerritjan Eggenkamp,2,2,0,0,1,1
Gerry,1,1,0,0,1,0
Gerry Jr.,1,1,0,0,1,0
Gerry Legras,1,1,0,0,1,0
Gershon Rorich,1,1,0,0,1,0
Gershon Shefa,7,7,0,0,7,0
Gerson Gnoatto,7,7,0,0,7,0
Gerson Schuch,1,1,0,0,1,0
Gerson Victalino,3,3,0,0,3,0
Gert Bjerendal,3,3,0,0,3,0
Gert Bruggink,2,2,0,0,2,0
Gert Frank,1,1,1,0,0,0
Gert Fredriksson,9,9,1,6,1,1
Gert Grigoleit,1,1,0,0,1,0
Gert Hansson,2,2,0,1,1,0
Gert Heidler,1,1,0,1,0,0
Gert Herunter,1,1,0,0,1,0
Gert Jakobs,1,1,0,0,1,0
Gert Klli,3,3,0,0,3,0
Gert Krlin,1,1,0,0,1,0
Gert Lebbink,5,5,0,0,5,0
Gert Metz,3,3,0,0,3,0
Gert Nilsson,1,1,0,0,1,0
Gert Nster,1,1,0,0,1,0
Gert Ohlsn,2,2,0,0,2,0
Gert Persson,2,2,0,0,2,0
Gert Port,1,1,0,0,1,0
Gert Puzicha,1,1,0,0,1,0
Gert Schlatmann,1,1,1,0,0,0
Gert Skyttevall,1,1,0,0,1,0
Gert Wiesenborn,4,4,0,0,4,0
Gert Wollheim,2,2,0,0,2,0
Gert Woudenberg,1,1,0,0,1,0
Gert-ke Bengtsson,1,1,0,0,1,0
Gerta Lehmann,1,1,0,0,1,0
Gerti Trasha,2,2,0,0,2,0
Gertraud -koref),2,2,0,0,2,0
Gertrd (-kollar),6,6,0,0,4,2
Gertrd Stefanek,6,6,2,0,4,0
Gertrud (-baier),1,1,0,1,0,0
Gertrud (-bergoint),1,1,0,0,1,0
Gertrud (-lohse),1,1,0,0,1,0
Gertrud (-schpf),1,1,0,0,1,0
Gertrud (schlter-),1,1,0,0,1,0
Gertrud Schfer,1,1,0,0,1,0
Gertruda (-czorny),1,1,0,0,1,0
Gertrude (-erni),2,2,0,0,2,0
Gertrude (-fischer),1,1,0,0,0,1
Gertrude (-ruppert),1,1,0,0,1,0
Gertrude (tuppen-),1,1,0,0,1,0
Gertrude Beierlein,2,2,0,0,2,0
Gertrude Ederle,3,3,2,1,0,0
Gertrude Fesl,8,8,0,0,8,0
Gertrude Gollner-kolar,8,8,0,0,8,0
Gertrude Gries,8,8,0,0,8,0
Gertrude Poilschek,1,1,0,0,1,0
Gertrude Schfer,1,1,0,0,1,0
Gertrude Winnige-barosch,8,8,0,0,8,0
Gertrudes Lozada,2,2,0,0,2,0
Gertrudes Morg,2,2,0,0,2,0
Gertrudis Sand,1,1,0,0,1,0
Gervais Kouassi,1,1,0,0,1,0
Gervais Rioux,1,1,0,0,1,0
Gervasio Ngel,13,13,0,2,10,1
Gesa Krause,2,2,0,0,2,0
Gesina Laak-spijk,1,1,0,0,1,0
Gessler Abreu,1,1,0,0,1,0
Getenesh Degife,4,4,2,0,1,1
Getlio Cruz,1,1,0,0,1,0
Getnet Wale,3,3,0,0,3,0
Getu Feleke,1,1,0,0,1,0
Getuli Bayo,1,1,0,0,1,0
Geurt Schoonman,1,1,0,0,1,0
Gevorg Aleksanyan,1,1,0,0,1,0
Gevorg Davtyan,1,1,1,0,0,0
Geza Furetz,1,1,0,0,1,0
Geza Ifli,1,1,0,0,1,0
Geza Magyar,4,4,0,0,4,0
Geza Tatrallyay,2,2,0,0,2,0
Geza Tumbas,1,1,0,0,1,0
Gezahgne Abera,1,1,0,1,0,0
Ghabi Al-khouri,1,1,0,0,1,0
Ghada Ali,1,1,0,0,1,0
Ghada Shouaa,3,3,0,1,2,0
Ghader Iranagh,3,3,0,0,3,0
Ghafour Jahani,1,1,0,0,1,0
Ghailene Khattali,2,2,0,0,2,0
Ghali Boukaa,2,2,0,0,2,0
Ghanem Johar,2,2,0,0,2,0
Ghanim Jassim,1,1,0,0,1,0
Gharde Geldenhuys,5,5,0,0,5,0
Gharib Afifi,1,1,0,0,1,0
Gharid Ghrouf,1,1,0,0,1,0
Ghasem Rassaeli,1,1,0,0,1,0
Ghasem Rezaei,3,3,1,1,1,0
Ghasem Yavarkandi,1,1,0,0,1,0
Ghassan Faddoul,2,2,0,0,2,0
Ghazal Al-jobeili,1,1,0,0,1,0
Ghazanfar Ali,1,1,0,0,1,0
Ghazi Guidara,2,2,0,0,2,0
Ghazi Koubaa,1,1,0,0,1,0
Ghazi Marzouk,2,2,0,0,2,0
Ghazi Salah,1,1,0,0,1,0
Ghazi Salah-ud-din,1,1,0,0,1,0
Ghazouani Mouhoub,1,1,0,0,1,0
Ghebre Owusu,1,1,0,0,1,0
Ghenadie Lisoconi,2,2,0,0,2,0
Ghenadie Tulbea,1,1,0,0,1,0
Gheorghe (-theodorescu),2,2,0,0,2,0
Gheorghe Amariei,1,1,0,0,1,0
Gheorghe Andriev,5,5,1,0,4,0
Gheorghe Antohi,2,2,0,0,2,0
Gheorghe Arlung,1,1,0,0,1,0
Gheorghe Bdr,2,2,0,0,2,0
Gheorghe Benia,1,1,1,0,0,0
Gheorghe Berceanu,2,2,0,1,0,1
Gheorghe Boroi,2,2,0,0,2,0
Gheorghe Calcic,1,1,0,0,1,0
Gheorghe Caranfil,4,4,0,0,4,0
Gheorghe Cefan,2,2,0,0,2,0
Gheorghe Ciobotaru,1,1,0,0,1,0
Gheorghe Ciochin,1,1,0,0,1,0
Gheorghe Condovici,8,8,0,0,8,0
Gheorghe Constantin,1,1,0,0,1,0
Gheorghe Constantinide,1,1,0,0,1,0
Gheorghe Corduneanu,1,1,0,0,1,0
Gheorghe Cornea,1,1,0,0,1,0
Gheorghe Covaciu,1,1,1,0,0,0
Gheorghe Csegezi,1,1,0,0,1,0
Gheorghe Culcea,1,1,0,0,1,0
Gheorghe Danielov,2,2,0,0,1,1
Gheorghe Enache,2,2,0,0,2,0
Gheorghe Epurescu,3,3,0,0,3,0
Gheorghe Fiat,1,1,1,0,0,0
Gheorghe Fieraru,1,1,0,0,1,0
Gheorghe Florescu,2,2,0,0,2,0
Gheorghe Ghipu,2,2,0,0,2,0
Gheorghe Gruia,1,1,1,0,0,0
Gheorghe Guet,3,3,0,0,3,0
Gheorghe Ilie,1,1,0,0,1,0
Gheorghe Kurgheleasvili,1,1,0,0,1,0
Gheorghe Langa,4,4,0,0,4,0
Gheorghe Lichiardopol,2,2,2,0,0,0
Gheorghe Licu,2,2,1,0,0,1
Gheorghe Lungu,1,1,0,0,1,0
Gheorghe Lupu,2,2,0,0,2,0
Gheorghe Maftei,2,2,0,0,2,0
Gheorghe Man,1,1,0,0,1,0
Gheorghe Mcinic,1,1,0,0,1,0
Gheorghe Megelea,1,1,1,0,0,0
Gheorghe Minea,1,1,0,0,1,0
Gheorghe Mirea,1,1,0,0,1,0
Gheorghe Moldoveanu,1,1,0,0,1,0
Gheorghe Negrea,3,3,0,0,2,1
Gheorghe Piicaru,1,1,0,0,1,0
Gheorghe Plagino,1,1,0,0,1,0
Gheorghe Popovici,2,2,0,0,2,0
Gheorghe Prvan,1,1,0,0,1,0
Gheorghe Punescu,8,8,0,0,8,0
Gheorghe Raovan,1,1,0,0,1,0
Gheorghe Riffelt,3,3,0,0,3,0
Gheorghe Sencovici,1,1,0,0,1,0
Gheorghe Simion,1,1,0,0,1,0
Gheorghe Simionov,2,2,0,0,1,1
Gheorghe Soare,2,2,0,0,2,0
Gheorghe Stoiciu,3,3,0,0,3,0
Gheorghe Tohneanu,8,8,0,0,8,0
Gheorghe Vasilescu,1,1,0,0,1,0
Gheorghe Zamfirescu,2,2,0,0,2,0
Gheorgheta (-dumitrescu),7,7,1,0,6,0
Gheorghia Munteanu,1,1,0,0,1,0
Ghfran Al-mouhamad,2,2,0,0,2,0
Ghirmai Efrem,1,1,0,0,1,0
Ghirmay Ghebreslassie,1,1,0,0,1,0
Ghislain Delaunois,6,6,0,0,6,0
Ghislain Lemaire,1,1,0,0,1,0
Ghislain Perrier,2,2,0,0,2,0
Ghislaine (-bambuck),1,1,0,0,1,0
Ghislaine Landry,2,2,1,0,1,0
Ghizlane Thoudali,1,1,0,0,1,0
Ghofran Khelifi,1,1,0,0,1,0
Ghofran Zaki,1,1,0,0,1,0
Gholam Ghassab,1,1,0,0,1,0
Gholam Koohi,4,4,0,0,4,0
Gholam Mazloomi,1,1,0,0,1,0
Gholam Mobaser,3,3,0,0,3,0
Gholam Mohammadi,1,1,0,0,1,0
Gholam Nourian,1,1,0,0,1,0
Gholam Takhti,4,4,0,1,1,2
Gholam Vafakhah,1,1,0,0,1,0
Ghulam Abbas,1,1,0,0,1,0
Ghulam Bashir,1,1,0,0,1,0
Ghulam Dastagir,2,2,0,0,2,0
Ghulam Gunga,1,1,0,0,1,0
Ghulam Rasul,1,1,0,0,1,0
Ghulam Raziq,6,6,0,0,6,0
Ghulam Sanay,1,1,0,0,1,0
Ghulam Sarwar,2,2,0,0,2,0
Ghulam Shabbir,1,1,0,0,1,0
Ghulam Sideer,1,1,0,0,1,0
Ghyd Olonghot,1,1,0,0,1,0
Gi Seong-yong,2,2,1,0,1,0
Gia Doonan,1,1,0,0,1,0
Gia Lewis-smallwood,1,1,0,0,1,0
Gia Mach'avariani,1,1,0,0,1,0
Giaan Rooney,8,8,0,1,5,2
Giacinto Fidani,1,1,0,0,1,0
Giacobbe Fragomeni,1,1,0,0,1,0
Giacomo Bazzan,1,1,0,0,1,0
Giacomo Bozzano,1,1,1,0,0,0
Giacomo Brolo,1,1,0,0,1,0
Giacomo Bulgarelli,1,1,0,0,1,0
Giacomo Carini,3,3,0,0,3,0
Giacomo Carlini,3,3,0,0,3,0
Giacomo Chiesa,2,2,0,0,2,0
Giacomo Crosa,1,1,0,0,1,0
Giacomo Fantoni,1,1,0,0,1,0
Giacomo Ferrari,1,1,0,0,1,0
Giacomo Fornoni,1,1,0,1,0,0
Giacomo Gaioni,1,1,0,1,0,0
Giacomo Galanda,2,2,0,0,1,1
Giacomo Gentili,2,2,0,0,1,1
Giacomo Gesino,1,1,0,0,1,0
Giacomo Leone,1,1,0,0,1,0
Giacomo Mari,1,1,0,0,1,0
Giacomo Pastorino,1,1,0,0,0,1
Giacomo Perez-dortona,2,2,0,0,2,0
Giacomo Puosi,2,2,0,0,2,0
Giacomo Rossi,2,2,0,0,2,0
Giacomo Segni,2,2,0,0,2,0
Giacomo Serra,2,2,0,0,2,0
Giacomo Stratta,2,2,0,0,2,0
Giacomo Vassanelli,1,1,0,0,1,0
Giada Ballan,2,2,0,0,2,0
Giampaolo Calanchini,2,2,1,0,0,1
Giampaolo Farci,1,1,0,0,1,0
Giampaolo Medda,2,2,0,0,2,0
Giampaolo Ricci,1,1,0,0,1,0
Giampaolo Tronchin,1,1,0,0,1,0
Giampiero Dotti,1,1,0,0,1,0
Giampiero Fossati,5,5,0,0,5,0
Giampiero Pinzi,1,1,1,0,0,0
Gian Berardi,1,1,0,0,1,0
Gian Berti,1,1,0,0,1,0
Gian Cellerino,1,1,0,0,1,0
Gian Chand,1,1,0,0,1,0
Gian Clavell,1,1,0,0,1,0
Gian Costigliolo,1,1,0,1,0,0
Gian Gross,2,2,0,0,2,0
Gian Macina,2,2,0,0,2,0
Gian Ranzi,2,2,1,0,1,0
Gian Roveraro,1,1,0,0,1,0
Gian Schivo,1,1,0,0,1,0
Gian Singh,2,2,0,0,2,0
Gian Tocchi,1,1,0,0,1,0
Gian Urlando,3,3,0,0,3,0
Giana Lotfy,1,1,1,0,0,0
Gianantonio Saverio,1,1,0,0,1,0
Giancarla Trevisan,3,3,0,0,3,0
Giancarlo Bergamini,4,4,0,1,1,2
Giancarlo Boriani,4,4,0,0,4,0
Giancarlo Brusati,1,1,0,1,0,0
Giancarlo Cad,1,1,0,0,1,0
Giancarlo Casalini,2,2,0,0,2,0
Giancarlo Cecconi,1,1,0,0,1,0
Giancarlo Cella,1,1,0,0,1,0
Giancarlo Chiono,1,1,0,0,1,0
Giancarlo Crosta,1,1,0,0,0,1
Giancarlo Dametto,2,2,1,0,1,0
Giancarlo Ferrari,6,6,2,0,4,0
Giancarlo Guerrini,3,3,0,1,2,0
Giancarlo Gutierrez,2,2,0,0,2,0
Giancarlo Luzzani,1,1,0,0,1,0
Giancarlo Marinelli,2,2,0,0,2,0
Giancarlo Morresi,2,2,0,0,2,0
Giancarlo Peterbelli,5,5,1,3,0,1
Giancarlo Piretta,1,1,0,0,1,0
Giancarlo Primo,1,1,0,0,1,0
Giancarlo Seoane,4,4,0,0,4,0
Giandomenico Marchis,2,2,0,0,2,0
Giandomenico Mesto,1,1,1,0,0,0
Gianfranco Baraldi,3,3,0,0,3,0
Gianfranco Barba,4,4,1,1,2,0
Gianfranco Bersani,1,1,0,0,1,0
Gianfranco Bertini,1,1,0,0,1,0
Gianfranco Contri,1,1,0,0,0,1
Gianfranco Giardi,2,2,0,0,2,0
Gianfranco Grasselli,1,1,0,0,1,0
Gianfranco Lombardi,3,3,0,0,3,0
Gianfranco Mantelli,2,2,0,0,2,0
Gianfranco Marzolla,8,8,1,0,7,0
Gianfranco Oradini,1,1,0,0,1,0
Gianfranco Pandolfini,1,1,0,1,0,0
Gianfranco Paolucci,3,3,0,0,2,1
Gianfranco Pieri,2,2,0,0,2,0
Gianfranco Sardagna,2,2,0,0,2,0
Gianfranco Sibello,3,3,0,0,3,0
Gianguido Milanesi,1,1,0,0,1,0
Giani Stparich,1,1,0,1,0,0
Gianina Beleag,1,1,0,0,1,0
Gianina Beleaga,1,1,0,0,1,0
Gianluca Basile,2,2,0,0,1,1
Gianluca Bortolami,1,1,0,0,1,0
Gianluca Busio,1,1,0,0,1,0
Gianluca Capitano,2,2,0,0,2,0
Gianluca Chetcuti,1,1,0,0,1,0
Gianluca Farina,2,2,1,1,0,0
Gianluca Galassi,2,2,0,0,2,0
Gianluca Lamaro,2,2,0,0,2,0
Gianluca Maglia,1,1,0,0,1,0
Gianluca Pagliuca,1,1,0,0,1,0
Gianluca Pozzatti,3,3,0,0,3,0
Gianluca Pozzi,1,1,0,0,1,0
Gianluca Sordo,1,1,0,0,1,0
Gianluca Tiberti,4,4,1,0,2,1
Gianluca Zambrotta,1,1,0,0,1,0
Gianluigi Jessi,1,1,0,0,1,0
Gianluigi Placella,1,1,0,0,1,0
Gianluigi Saccaro,7,7,1,1,4,1
Gianmarco Nicosia,2,2,0,0,2,0
Gianmarco Pozzecco,1,1,0,0,0,1
Gianmarco Tamberi,3,3,0,1,2,0
Gianmatteo Centazzo,8,8,0,0,8,0
Gianna Guaita,1,1,0,0,1,0
Gianna Habltzel-brki,4,4,0,0,2,2
Gianna Woodruff,2,2,0,0,2,0
Giannetto Termanini,1,1,0,0,1,0
Gianni Caldana,3,3,0,0,2,1
Gianni Comandini,1,1,0,0,1,0
Gianni Ghidini,2,2,0,0,1,1
Gianni Giacomini,2,2,0,0,2,0
Gianni Govoni,3,3,0,0,3,0
Gianni Lonzi,3,3,0,1,2,0
Gianni Magistris,5,5,0,0,4,1
Gianni Moscon,1,1,0,0,1,0
Gianni Patrignani,1,1,0,0,1,0
Gianni Ronconi,1,1,0,0,1,0
Gianni Stensness,1,1,0,0,1,0
Gianni Versari,2,2,0,0,2,0
Gianni Vignaduzzi,2,2,0,0,2,0
Gianni Zuiverloon,1,1,0,0,1,0
Giannina (-vitti),2,2,0,0,2,0
Giannino Bulzone,1,1,0,0,1,0
Giannis Antetokounmpo,1,1,0,0,1,0
Giannis Gavrilidis,2,2,0,0,2,0
Giannis Gerontas,1,1,0,0,1,0
Giannis Giannoulis,1,1,0,0,1,0
Giannis Mittakis,2,2,0,0,2,0
Giannis Tamouridis,2,2,0,0,2,0
Giannis Taralidis,1,1,0,0,1,0
Giannis Tsilis,2,2,0,0,2,0
Giannis Zisimidis,5,5,0,0,5,0
Giannis-Giorgos-Karl Smalios,1,1,0,0,1,0
Giannoula Kafetzi,1,1,0,0,1,0
Giannoulis Larentzakis,1,1,0,0,1,0
Gianpaolo Grisandi,1,1,0,0,1,0
Gianpiero Combi,1,1,1,0,0,0
Gianpiero Pastore,4,4,1,0,2,1
Gianpietro Gilardi,1,1,0,0,1,0
Giansandro Rudan,2,2,0,0,2,0
Giarnni Regini-moran,8,8,0,0,8,0
Giavriella Khatzidamianou,2,2,0,0,2,0
Gibran Zea,1,1,0,0,1,0
Gibreel Ali,2,2,0,0,2,0
Gichere Gakungu,1,1,0,0,1,0
Gidamis Shahanga,3,3,0,0,3,0
